PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES
074003,01-JUL-10,30-JUN-11,Settled,CONNECTICUT VALLEY HOSPITAL             ,EASTERN DRIVE                           ,P.O. BOX 351                            ,MIDDLETOWN                              ,CT                                      ,06457                                   ,MIDDLESEX                               ,,,,,,,,,,626,228490,7186,11513,209290,,1487,,285,28,3407
074011,01-JUL-10,30-JUN-11,Settled,CONNECTICUT MENTAL HEALTH CENTER        ,34 PARK STREET                          ,,NEW HAVEN                               ,CT                                      ,06519                                   ,NEW HAVEN                               ,,,,,,,,,50736,33,12045,838,255,9504,15.2,232,,22,8,243
074012,01-JUL-10,30-JUN-11,Settled,SOUTHWEST CT MENTAL HEALTH SYSTEM       ,1635 CENTRAL AVENUE                     ,,BRIDGEPORT                              ,CT                                      ,06610                                   ,FAIRFIELD                               ,,,,,,,,,,62,22630,684,580,21669,,421.26,,14,5,155
080001,01-JUL-10,30-JUN-11,As Submitted,CHRISTIANA CARE HEALTH SERVICES         ,501 W. 14TH STREET                      ,,WILMINGTON                              ,DE                                      ,19899                                   ,NEW CASTLE                              ,21863332,,,15797306,,,.0836,7584872,2118163,1017,371205,120333,46695,260409,243.66,8413,,21316,11107,51049
080002,01-JUL-10,30-JUN-11,As Submitted,MILFORD MEMORIAL HOSPITAL               ,CLARKE AVENUE                           ,,MILFORD                                 ,DE                                      ,19963                                   ,SUSSEX                                  ,,,,1704251,,,.1009,,,127,46355,13702,890,23202,,692.41,,2332,1021,4685
080004,01-JUL-10,30-JUN-11,As Submitted,KENT GENERAL HOSPITAL                   ,640 SOUTH STATE STREET                  ,,DOVER                                   ,DE                                      ,19901                                   ,KENT                                    ,,,,6327878,,,.14,,,236,86140,30382,3649,60966,,1643.06,,5252,2683,12151
080006,01-JUL-10,30-JUN-11,As Submitted,NANTICOKE MEMORIAL HOSPITAL             ,801 MIDDLEFORD ROAD                     ,,SEAFORD                                 ,DE                                      ,19973                                   ,SUSSEX                                  ,,,,3866561,,,.174,,,94,34310,11025,5938,21121,,715.3,,2368,,4796
080007,01-JUL-10,30-JUN-11,Settled,BEEBE MEDICAL CENTER                    ,424 SAVANAH ROAD                        ,226                                     ,LEWES                                   ,DE                                      ,19958-                                  ,SUSSEX                                  ,,,,,,,,,,155,56575,24017,3738,38703,,1378.97,,4871,1189,9634
082000,01-AUG-10,31-JUL-11,Settled,SSH - WILMINGTON  INC.                  ,7TH AND CLAYTON STREETS 5TH FLOOR       ,,WILMINGTON                              ,DE                                      ,19805                                   ,NEWCASTLE                               ,,,,,,,,,,35,12775,7481,,9536,,80.25,,280,8,345
084001,01-JUL-10,30-JUN-11,Settled,DELAWARE PSYCHIATRIC CENTER             ,1901 N DUPONT HWY                       ,,NEW CASTLE                              ,DE                                      ,19720                                   ,NEW CASTLE                              ,,,,,,,,,,115,41975,100,,33184,,517.99,,6,,489
090003,01-JUL-10,30-JUN-11,As Submitted,HOWARD UNIVERSITY HOSPITAL              ,2041 GEORGIA AVENUE NW                  ,,WASHINGTON                              ,DC                                      ,20060                                   ,USA                                     ,7869679,,,10249840,,,.4878,6967637,1398410,250,91250,16607,21442,60844,192.64,2156.28,,2907,4850,12959
090004,01-JUL-10,30-JUN-11,As Submitted,GEORGETOWN UNIVERSITY HOSPITAL          ,3800 RESERVOIR ROAD  NW                 ,,WASHINGTON                              ,DC                                      ,20007                                   ,DC                                      ,14812403,,,5228997,,,.1139,5076127,1807102,392,141909,34026,10082,107023,277.62,2944.71,11.47,4294,1011,15560
090006,01-JUL-10,30-JUN-11,As Submitted,PROVIDENCE HOSPITAL                     ,1150 VARNUM STREET  NE                  ,,WASHINGTON                              ,DC                                      ,20017-2104                              ,DC                                      ,3813390,,,12634008,,,.3646,1710769,540029,251,91615,25741,20933,63882,44.2,1595.31,2.7,4436,7382,12538
090011,01-JUL-10,30-JUN-11,As Submitted,WASHINGTON HOSPITAL CENTER              ,110 IRVING STREET  NW                   ,,WASHINGTON                              ,DC                                      ,20010-                                  ,DC                                      ,27377545,,,31146450,,,.2052,9480268,2765688,724,264156,90231,40498,219853,290.06,5912.59,,13380,10745,38622
093025,01-JUL-10,30-JUN-11,As Submitted,NATIONAL REHABILITATION HOSPITAL        ,102 IRVING STREET  NW                   ,,WASHINGTON                              ,DC                                      ,20010-                                  ,DC                                      ,,,,,,,,,14941,137,50005,11393,7194,37332,10.02,772.84,,870,386,2186
093300,01-JUL-10,30-JUN-11,Settled,CHILDRENS HOSPITAL                      ,111 MICHIGAN AVE.  NW                   ,,WASHINGTON                              ,DC                                      ,20010-2970                              ,DC                                      ,,,,,,,,,4419,283,102755,523,49674,87902,220,2991,,70,7788,14218
100001,01-JUL-10,30-JUN-11,As Submitted,SHANDS JACKSONVILLE                     ,655 WEST 8TH STREET                     ,,JACKSONVILLE                            ,FL                                      ,32209-                                  ,DUVAL                                   ,17418297,,,18586034,,,.3523,5261978,1438524,548,200020,40768,37574,155356,273,3456.09,,6955,8438,31253
100009,01-JUN-10,31-MAY-11,As Submitted,UNIVERSITY OF MIAMI HOSPITAL            ,1400 NW 12TH AVENUE                     ,,MIAMI                                   ,FL                                      ,33136-                                  ,DADE                                    ,3100590,,,29634305,,,.4277,1195939,146397,514,187610,56150,14084,121235,56.72,1760.38,,7712,2060,19642
100014,01-JUL-10,30-JUN-11,As Submitted,BERT FISH MEDICAL CENTER                ,401 PALMETTO STREET                     ,,NEW SMYRNA BEACH                        ,FL                                      ,32168-                                  ,VOLUSIA                                 ,,,,,,,,,,112,40880,7562,791,16591,,583.5,,1652,101,3832
100025,01-JUL-10,30-JUN-11,As Submitted,SACRED HEART HOSPITAL                   ,5151 NORTH 9TH AVENUE                   ,,PENSACOLA                               ,FL                                      ,32504-                                  ,ESCAMBIA                                ,2432052,,,15440712,,,.2377,479544,318669,466,167948,37863,39140,124969,36.44,2880.92,,8009,9534,29255
100029,01-JUN-10,31-MAY-11,As Submitted,NORTH SHORE MEDICAL CENTER AND FMC C    ,1100 N.W. 95 ST                         ,,MIAMI                                   ,FL                                      ,33150-2098                              ,DADE                                    ,,,,14255779,,,.3202,,,766,279590,39868,25093,120557,,1554.7,,6281,3820,22878
100038,01-MAY-10,30-APR-11,As Submitted,MEMORIAL REGIONAL HOSPITAL              ,3501 JOHNSON STREET                     ,,HOLLYWOOD                               ,FL                                      ,33021                                   ,BROWARD                                 ,345959,,,28191312,,,.4503,141326,40503,868,316820,41372,38137,185512,11.25,5575.52,,7399,6075,36716
100039,01-JUL-10,30-JUN-11,As Submitted,BROWARD GENERAL MEDICAL CENTER          ,1600 SOUTH ANDREWS AVENUE               ,,FT. LAUDERDALE                          ,FL                                      ,33316-                                  ,BROWARD                                 ,1960357,,,14439839,,,.4113,732798,182021,557,203305,20987,45951,140513,70.66,3009.11,,3426,7856,27023
100040,01-JUL-10,30-JUN-11,As Submitted,ST. VINCENTS MEDICAL CENTER             ,1 SHIRCLIFF WAY                         ,,JACKSONVILLE                            ,FL                                      ,32204                                   ,DUVAL                                   ,3720701,,,6049117,,,.0589,1928822,451438,510,186150,62683,9835,126546,34.08,2578.41,,12792,1570,27102
100053,01-JUN-10,31-MAY-11,Amended,HIALEAH HOSPITAL                        ,651 EAST 25TH STREET                    ,,HIALEAH                                 ,FL                                      ,33013                                   ,DADE                                    ,,,,11369702,,,.4901,,,342,124830,21238,14197,58176,,647,,3115,2889,11697
100054,01-JUN-10,31-MAY-11,As Submitted,TWIN CITIES HOSPITAL                    ,2190 HIGHWAY 85 NORTH                   ,,NICEVILLE                               ,FL                                      ,32578-                                  ,OKALOOSA                                ,,,,,,,,,,57,20805,4927,525,7508,,187.85,,1242,150,2123
100079,01-JUN-10,31-MAY-11,Settled,UNIVERSITY OF MIAMI HOSPITAL CLINICS    ,1475 N.W. 12TH AVENUE                   ,,MIAMI                                   ,FL                                      ,33136-                                  ,MIAMI-DADE                              ,,,,,,,,,169305,40,14600,2265,516,6148,26.77,979.08,,397,111,1158
100080,01-JUL-10,30-JUN-11,Amended,JFK MEDICAL CENTER                      ,5301 SOUTH CONGRESS AVENUE              ,,ATLANTIS                                ,FL                                      ,33462-                                  ,PALM BEACH                              ,6063390,,,5995770,,,.0786,1590558,384591,448,163520,43376,13298,118731,45.49,1670.44,,9242,2238,27495
100084,01-JUL-10,30-JUN-11,As Submitted,LEESBURG REGIONAL MED CTR               ,600 E. DIXIE AVENUE                     ,,LEESBURG                                ,FL                                      ,34748                                   ,LAKE                                    ,,,,5393300,,,.0739,,,294,107310,43580,6239,70478,,1486.81,,8877,1805,18290
100086,01-JUL-10,30-JUN-11,As Submitted,NORTH BROWARD MEDICAL CENTER            ,201 EAST SAMPLE ROAD                    ,,POMPANO BEACH                           ,FL                                      ,33064-                                  ,BROWARD                                 ,,,,2618686,,,.1083,,,313,114245,16565,7891,62451,,1227,,2989,1273,12968
100102,01-JUL-10,30-JUN-11,As Submitted,SHANDS LAKE SHORE                       ,368 NE FRANKLIN STREET                  ,,LAKE CITY                               ,FL                                      ,32056                                   ,COLUMBIA                                ,,,,1021542,,,.12,,,99,36135,8510,5049,19363,,363.65,,1714,1304,4186
100106,01-JUN-10,31-MAY-11,As Submitted,DOCTORS MEMORIAL HOSPITAL               ,333 BYRON BUTLER PARKWAY                ,,PERRY                                   ,FL                                      ,32347                                   ,TAYLOR                                  ,,,,311784,,,.12,,,48,17520,1849,623,3553,,255.42,,592,240,1122
100113,01-JUL-10,30-JUN-11,Amended,SHANDS@UF                               ,1600 ARCHER RD                          ,100336                                  ,GAINESVILLE                             ,FL                                      ,32610                                   ,ALACHUA                                 ,35204947,,,35292262,,,.3166,12789281,3219533,755,275488,70338,63290,228378,532,3505,,10801,10500,25000
